lex_id,apq,pos,en,concept_id,features,,
n_448_b,šohkóy,n,basket,BASKET,inanimate,,
v_348_a,šohkóy,v,to make baskets,MAKE_BASKET,intransitive,,
n_856_a,šók,n,thing,THING,inanimate,,
v_349_a,šoká·k,v,to do a ceremonial dance (cf. púm ‘to do a secular dance’),DANCE_CEREMONIAL,intransitive,,
n_857_a,šoká·k šókšukš,n,young men’s dance,YOUNG_MEN_DANCE,inanimate,,
v_8_b,šokáˑm,v,to cook,COOK,intransitive,,
n_858_a,šokáˑm,n,cook,COOK,animate,,
n_859_a,šokáˑmáŋ,n,kitchen,KITCHEN,inanimate,,
n_860_a,šokatkéŋiš,n,blackberry,BLACKBERRY,animate,,
n_861_a,šokatkéŋiš ámne,n,blackberry brandy,BLACKBERRY BRANDY,inanimate,,
n_862_a,šokatkéŋiš líl,n,strawberry,STRAWBERRY,animate,,
adv_66_a,šokáy,adv,why?,WHY?,N/A,,
n_863_a,šokcíl,n,rusty thing,RUSTY THING,inanimate,,
n_864_a,šokcipál,n,glue,GLUE,inanimate,,
adj_131_a,šokéˑš,adj,sick (pl. šokšokéˑš),SICK,N/A,,
n_865_a,šokhatké,n,clothing,CLOTHING,inanimate,,
n_866_a,šokhipéˑn,n,friend,FRIEND,animate,,
n_867_a,šokhíš,n,plant,PLANT,animate,,
n_868_a,šokíti,n,headman,HEADMAN,animate,,
v_350_a,šokká,v,to work,WORK,intransitive,,
adj_132_a,šokké,adj,rich,RICH,N/A,,
n_869_a,šokkóc,n,tailor,TAILOR,animate,,
adj_133_a,šoklákš,adj,poor,POOR,N/A,,
adj_134_a,šoklìkš,adj,contented,CONTEND,N/A,,
adj_135_a,šoklìkš,adj,satisfied,SATISFIED,N/A,,
adj_17_b,šoklìkš,adj,pleased,PLEASED,N/A,,
adj_136_a,šoklìkš,adj,rejoicing,REJOICING,N/A,,
n_870_a,šokƛopyáhne,n,fork,FORK,inanimate,,
n_871_a,šokmóˑn,n,everything,EVERYTHING,inanimate,,
n_872_a,šokmóˑn,n,property,PROPERTY,inanimate,,
n_873_a,šokmúŋ,n,bedbug,BEDBUG,animate,,
n_874_a,šoknáy,n,duck,DUCK,animate,,
n_874_b,šoknók,n,duck,DUCK,animate,,
n_875_a,šoknók náw,n,duck feathers (used on arrows),DUCK_FEATHERS,animate,,
n_876_a,šokómmé·l,n,buffalo,BUFFALO,"SG, animate",,
n_876_b,šokómmélme·l,n,buffaloes,BUFFALO,"PL, animate",,
n_877_a,šokón,n,cow,COW,animate,,
n_878_a,šokon áˑl,n,beef,BEEF,animate,,
n_879_a,šokón išó·l,n,calf,CALF,animate,,
n_880_a,šokón ít,n,manure,MANURE,inanimate,,
n_881_a,šokón kíš,n,heifer,HEIFER,animate,,
n_882_a,šokón šakyól,n,bull,BULL,animate,,
n_883_a,šokón tíl,n,cowhide,COWHIDE,animate,,
n_884_a,šokónyúl,n,spotted ox,SPOTTED OX,"SG, animate",,
n_884_b,šokónyúlyul,n,spotted oxen,SPOTTED OX,"PL, animate",,
n_885_a,šokóy,n,law,LAW,inanimate,,
n_886_a,šokóy,n,chief,CHIEF,animate,,
n_887_a,šokóyáŋ,n,courthouse,COURTHOUSE,inanimate,,
n_888_a,šokšakcáŋš,n,thief,THIEF,animate,,
n_889_a,šokšakcúmšne,n,tweezers,TWEEZERS,inanimate,,
n_890_a,šokšakyíkš,n,merchant,MERCHANT,animate,,
n_891_a,šokšakyíkšáŋ,n,store,STORE,inanimate,,
n_892_a,šokšakyóŋ,n,beggar,BEGGAR,animate,,
v_351_a,šokšakyóŋš,v,to beg,THOUSAND TIMES,intransitive,,
v_343_c,šokšíl,v,to be sewing,SEW,intransitive,,
n_893_a,šokšílnan,n,sewing machine,SEWING MACHINE,inanimate,,
adj_137_a,šokšíw,adj,stingy,STINGY,N/A,,
adj_138_a,šokšíw,adj,greedy,GREEDY,N/A,,
n_894_a,šokšo,n,nothing,NOTHING,"inanimate, NEG",,
n_894_b,šokšohán,n,nothing,NOTHING,"inanimate, NEG",,
n_857_b,šókšukš šoka·k,n,young men’s dance,YOUNG_MEN_DANCE,inanimate,,
n_895_a,šókšukšáŋ,n,dance house (located in the village of Lo),DANCE_HOUSE,inanimate,,
n_896_a,šoktéy,n,medicine,MEDICINE,inanimate,,
v_352_a,šoktéy ám,v,to take medicine,TAKE_MEDICINE,intransitive,,
n_897_a,šoktéy hacehéš,n,poison,POISON,inanimate,,
v_353_a,šoktéy hacehéš hólš,v,to bewitch someone,BEWITCH,transitive,,
n_898_a,šoktókš,n,ball,BALL,inanimate,,
n_899_a,šoktól,n,luck,LUCK,inanimate,,
adj_139_a,šokúhc,adj,smart,SMART,N/A,,
adj_140_a,šokúhc,adj,intelligent,INTELLIGENT,N/A,,
n_900_a,šokwák,n,bread,BREAD,inanimate,,
n_901_a,šokwák hicóm,n,biscuit,BISCUIT,inanimate,,
n_902_a,šokwák hicóm óˑl,n,cake,CAKE,inanimate,,
n_901_b,šokwák hicón,n,biscuit,BISCUIT,inanimate,,
n_902_b,šokwáˑk hicón óˑl,n,cake,CAKE,inanimate,,
n_903_a,šokwák onpác,n,raised bread,RAISED BREAD,inanimate,,
n_903_b,šokwák péwiš,n,raised bread,RAISED BREAD,inanimate,,
n_904_a,šokwák tál,n,bread crust,BREAD CRUST,inanimate,,
n_905_a,šokwán,n,conversation,CONVERSATION,inanimate,,
n_906_a,šokwán šakúciš,n,interpreter,INTERPRETER,animate,,
v_354_a,šokwíl,v,to squeal,SQUEAL,intransitive,,
v_355_a,šokyáh,v,to eat,EAT,intransitive,,
n_907_a,šokyáh,n,eater,EATER,animate,,
n_908_a,šokyahnán,n,food,FOOD,inanimate,,
n_818_b,šokyúlš,n,letter,LETTER,inanimate,,
n_819_b,šokyúlš,n,writing,WRITING,inanimate,,
n_909_a,šokyúlš hatúhciš áŋ,n,school,SCHOOL,inanimate,,
n_910_a,šokyúlš hipón,n,book,BOOK,inanimate,,
n_911_a,šokyúlšne,n,pen,PEN,inanimate,,
n_597_b,šokyúlšne,n,pencil,PENCIL,inanimate,,
v_199_b,šól,v,to rub something,RUB,transitive,,
v_215_b,šólk,v,to pick up something (pl object),PICK_UP,"transitive, PL_OBJ",,
v_356_a,šólšol,v,to rub something repeatedly,RUB_REP,transitive,,
adj_141_a,šóm,adj,swollen,SWOLLEN,N/A,,
adj_142_a,šóm,adj,heavily pregnant,PREGNANT,N/A,,
v_345_b,šóŋ,v,to rattle,RATTLE,intransitive,,
v_357_a,šóŋ,v,to ring,RING,intransitive,,
v_358_a,šóŋ,v, to rustle,RUSTLE,intransitive,,
v_357_b,šóŋiš,v,to ring something,RING,transitive,,
n_912_a,šopákš,n,heart palpitation,HEART PALPITATION,inanimate,,
v_266_b,šošólš,v,to frighten something (sg obj),FRIGHTEN,"transitive, SG_OBJ",,
v_266_c,šošómš,v,to frighten something (pl obj),FRIGHTEN,"transitive, PL_OBJ",,
adj_143_a,šóywan,adj,mischevious,MISCHEVIOUS,SG,,
adj_144_a,šóywan,adj,lively,LIVELY,SG,,
adj_145_a,šóywan,adj,full of fun,FULL_OF_FUN,SG,,
adj_143_b,šoywanšoywán,adj,mischevious,MISCHEVIOUS,PL,,
adj_144_b,šoywanšoywán,adj,lively,LIVELY,PL,,
adj_145_b,šoywanšoywán,adj,full of fun,FULL_OF_FUN,PL,,
n_809_b,štálkoh,n,the Skin-Desirer,THE SKIN-DESIRER,"Proper, animate",,
v_359_a,šuhéw,v,to feel uneasy about something,FEEL_UNEASY,transitive,,
n_913_a,šúk,n,back end,BACK_END,inanimate,,
n_914_a,šúk,n,downstream,DOWNSTREAM,inanimate,,
adv_67_a,šúkike,adv,from downstream,FROM DOWNSTREAM,N/A,,
n_915_a,šukíŋ,n,half,HALF,inanimate,,
adv_68_a,šukíŋn̥,adv,crossways,CROSSWAYS,N/A,,
n_324_c,šukuhúy,n,man’s proper name,MAN’S PROPER NAME,"Proper, animate",,
n_916_a,šúl,n,dog,DOG,animate,,
n_917_a,šúl išóˑl,n,puppy,PUPPY,animate,,
n_918_a,šúl kíš,n,female dog,FEMALE DOG,animate,,
adj_146_a,ta·tkóp,adj,light yellow,LIGHT_YELLOW,N/A,,
v_360_a,takámš,v,to branch (pl) (sg. takáwš),BRANCH,"intransitive, PL_SUBJ",,
n_66_b,Tákapa,n,Atakapa,ATAKAPA,"Proper, animate",,
v_360_b,takáwš,v,to branch (sg) (pl. takámš),BRANCH,"intransitive, SG_SUBJ",,
n_223_c,tál,n,hole,HOLE,inanimate,,
n_303_b,tál,n,shell,SHELL,inanimate,,
n_919_a,tál,n,skin,SKIN,inanimate,,
n_920_a,tál,n,husk,HUSK,inanimate,,
n_632_b,tál,n,bark,BARK,inanimate,,
adj_147_a,talankáw,adj,sloping,SLOPING,N/A,,
n_94_b,talháŋš,n,little blue heron,LITTLE BLUE HERON,animate,,
adj_148_a,talkóp,adj,blue,BLUE,N/A,,
adj_149_a,talkóp ináha,adj,bluish,BLUISH,N/A,,
adv_69_a,talkópka,adv,bluely,BLUELY,N/A,,
adj_150_a,talkopkóp,adj,light blue,LIGHT_BLUE,N/A,,
adj_151_a,talkópnaktalkóp,adj,dark blue,DARK_BLUE,N/A,,
v_361_a,tám,v,to dig,DIG,intransitive,,
v_362_a,tám,v,to climb,CLIMB,intransitive,,
n_921_a,tamhéwš,n,spider,SPIDER,animate,,
n_922_a,tamhéwš hilám,n,venomous spider,VENOMOUS SPIDER,animate,,
n_923_a,tamhéwš hilíni,n,spiderweb,SPIDERWEB,inanimate,,
v_363_a,támš,v,"to split something (once, or sg. object)",SPIT,"transitive, SG_OBJ",,
v_364_a,tamtámš,v,to split something repeatedly,SPIT_REP,transitive,,
v_363_b,tamtámš,v,to split,SPIT,"transitive, PL_OBJ",,
n_924_a,tán,n,another person,ANOTHER PERSON,"SG, animate",,
adv_10_b,tán,adv,still,STILL,N/A,,
adv_70_a,tán,adv,yet,YET,N/A,,
n_925_a,tancipál,n,small cocklebur,SMALL COCKLEBUR,animate,,
n_924_b,tannéw,n,other people,ANOTHER PERSON,"PL, animate",,
n_926_a,tanstál,n,paper,PAPER,inanimate,,
n_927_a,tanstál laklákš,n,paper money,PAPER MONEY,inanimate,,
num_12_a,tanúk,num,one,ONE,N/A,,
num_13_a,tanúk šukíŋ,num,one half,ONE_HALF,N/A,,
adv_71_a,tanúkip,adv,once,ONCE,N/A,,
adv_72_a,tanúkšim,adv,one each,ONE_APIECE,N/A,,
adv_72_b,tanúkšim,adv,one apiece,ONE_APIECE,N/A,,
v_365_a,taŋkóhi,v,to jump in,JUMP_IN,intransitive,,
v_366_a,táŋš,v,to vomit,VOMIT,intransitive,,
adj_152_a,táˑt,adj,yellow,YELLOW,N/A,,
adj_49_b,táˑt,adj,green,GREEN,N/A,,
v_35_b,táˑt,v,to stand (sg) (pl cóˑt),STAND,"intransitive, SG_SUBJ",,
adj_153_a,táy,adj,straight (pl táytay),STRAIGT,N/A,,
n_928_a,táy,n,bayou,BAYOU,animate,,
n_929_a,táy,n,river,RIVER,animate,,
n_930_a,táy hatwá·lš,n,bridge,BRIDGE,inanimate,,
n_931_a,táy hicón,n,irrigation ditch,IRRIGATION DITCH,animate,,
n_932_a,táy hokinúl,n,fork in a river,FORK IN A RIVER,animate,,
n_933_a,táy išóˑl,n,brook,BROOK,animate,,
n_453_b,táy kóš,n,bend in a river,BEND IN A RIVER,animate,,
n_934_a,Táy Kúc,n,Red River,RED RIVER,"Proper, animate",,
n_935_a,Táy Mé·l,n,Bayou Noir (now Black Bayou),BAYOU NOIR,"Proper, animate",,
n_936_a,táy óˑš,n,riverbank,RIVERBANK,animate,,
n_937_a,táy úc,n,point of land at the bend of a river,POINT OF LAND AT THE BEND OF A RIVER,animate,,
n_938_a,Táyhéc,n,Mississippi River,MISSISSIPPI RIVER,"Proper, animate",,
adv_73_a,táyip,adv,in the river,IN RIVER,N/A,,
n_939_a,táyip néˑ,n,river island,RIVER ISLAND,inanimate,,
adv_74_a,táyka,adv,directly,DIRECTLY,N/A,,
n_411_c,Táykópkíš,n,woman’s proper name,WOMAN’S PROPER NAME,"Proper, animate",,
n_940_a,tayóc,n,witch hazel,WITCH HAZEL,animate,,
n_941_a,tayóc tikáw,n,black pepper,BLACK PEPPER,animate,,
adj_154_a,táyš,adj,strange,STRANGE,N/A,,
n_942_a,té,n,bow (made of hickory),BOW (MADE OF HICKORY),inanimate,,
n_943_a,téˑ,n,leaves,LEAF,animate,,
n_944_a,té óˑ,n,bowstring,BOWSTRING,inanimate,,
n_223_d,tehóp,n,hole,HOLE,inanimate,,
n_945_a,tehóp máŋ,n,tube,TUBE,inanimate,,
n_595_b,tekó,n,barrel,BARREL,inanimate,,
adj_155_a,téktekš,adj,speckled,SPECKLED,N/A,,
n_946_a,téłk,n,flower,FLOWER,animate,,
v_367_a,téłk,v,to flower,FLOWER,intransitive,,
n_947_a,téłk kakók tímkin,n,rose,ROSE,animate,,
n_948_a,téłk lák,n,sunflower,SUNFLOWER,animate,,
n_949_a,téłk néš,n,flowering tree,FLOWERING TREE,animate,,
n_950_a,téłk néš,n,gardenia,GARDENIA,animate,,
v_368_a,télš,v,to unfold something (sg),UNFOLD,"transitive, SG_OBJ",,
v_368_b,téltelš,v,to unfold something (pl),UNFOLD,"transitive, PL_OBJ",,
adv_75_a,tém,adv,yesterday,YESTERDAY,N/A,,
n_951_a,temák,n,knee,KNEE,animate,,
v_369_a,temák ƛópš,v,to kneel down,KNEEL_DOWN,intransitive,,
v_370_a,temák ƛópštá·t,v,to kneel,KNEEL,intransitive,,
n_952_a,temakéŋš,n,kneecap,KNEECAP,animate,,
n_691_b,témokš,n,goose,GOOSE,animate,,
n_953_a,témom,n,ashes,ASHES,inanimate,,
n_954_a,téns,n,nephew,NEPHEW,animate,,
n_955_a,tensá,n,niece,NIECE,animate,,
n_956_a,téŋ,n,dusk,DUSK,inanimate,,
adv_76_a,téŋš,adv,in the evening,IN EVENING,N/A,,
n_957_a,téŋwošwóšin,n,screech owl,SCREECH OWL,animate,,
n_958_a,tépuk,n,peach,PEACH,animate,,
n_829_b,Tépuk Nékin,n,July,JULY,"Proper, inanimate",,
n_959_a,tépuk šó tikáw,n,almond,ALMOND,animate,,
n_960_a,tépukkúckuc,n,plum,PLUM,animate,,
n_961_a,Tépukkúckuc Nékin,n,June,JUNE,"Proper, animate",,
n_962_a,téˑš,n,hair of the head,HAIR OF THE HEAD,animate,,
adj_156_a,téw,adj,upstream,UPSTREAM,N/A,,
n_963_a,téw,n,tail,TAIL,animate,,
n_964_a,téw,n,upstream,UPSTREAM,inanimate,,
n_965_a,téw,n,above,ABOVE,inanimate,,
n_966_a,téw kamkám,n,tail fins,TAIL FIN,animate,,
n_967_a,téw náw,n,tail feathers,TAIL FEATHERS,animate,,
n_943_b,téwaš,n,leaves,LEAF,"PL, animate",,
adv_77_a,téwike,adv,from upstream,FROM UPSTREAM,N/A,,
n_968_a,téwtew,n,rice,RICE,animate,,
n_969_a,téy,n,vine,VINE,animate,,
n_970_a,teyóh,n,box,BOX,inanimate,,
n_971_a,teyóh,n,trunk,TRUNK,inanimate,,
n_235_b,teyóh,n,chest,CHEST,inanimate,,
n_972_a,teyòh koliláwine,n,match box,MATCH BOX,inanimate,,
v_371_a,tíc,v,to begin,BEGIN,intransitive,,
v_372_a,tíht,v,to be lying down (sg) (pl. yóht),LYING_DOWN,"intransitive, SG_SUBJ",,
n_973_a,tík,n,arrow,ARROW,inanimate,,
adv_78_a,tík,adv,until,UNTIL,N/A,,
adj_157_a,tikáw,adj,similar (var. tukáw),SIMILAR,N/A,,
n_974_a,tikišáˑt,n,arrowhead,ARROWHEAD,inanimate,,
n_975_a,tikišó·m,n,bullet,BULLET,inanimate,,
n_976_a,tikpúns,n,blowgun,BLOWGUN,inanimate,,
n_977_a,tikšakkáwne,n,quiver,QUIVER,inanimate,,
n_978_a,tíl,n,leather,LEATHER,animate,,
n_979_a,tíl,n,animal skin,ANIMAL SKIN,animate,,
n_980_a,tíl hatkáyišne,n,belt,BELT,inanimate,,
n_980_b,tíl hatyámne,n,belt,BELT,inanimate,,
n_981_a,tíl teyòh yámne,n,strap for a trunk,STRAP FOR A TRUNK,inanimate,,
n_982_a,tím,n,picket,PICKET,inanimate,,
v_373_a,tím,v,to emit light,EMIT_LIGHT,intransitive,,
adv_79_a,tímka,adv,often,OFTEN,N/A,,
n_983_a,tíns,n,bile,BILE,animate,,
v_374_a,tíš,v,to go (sg) (pl. tíw),GO,"intransitive, SG_SUBJ",,
n_984_a,tišá·t,n,brain,BRAIN,animate,,
v_375_a,tíw,v,to broil something,BROIL,transitive,,
adv_80_a,tíw,adv,heavil,HEAVILY,N/A,,
adv_81_a,tíw,adv,"strongly, of natural phenomena",STRONGLY,N/A,,
v_376_a,tiwéˑ,v,to be with someone,BE WITH,transitive,,
adv_82_a,tíwhc,adv,gently,GENTLY,N/A,,
adv_83_a,tíwhc,adv,"weakly, of natural phenomena",WEAKLY,N/A,,
v_377_a,tó,v,there is, there are,THERE_IS,intransitive,
v_378_a,tó·c n̥ túlš,v,to suck something out,SUCK_OUT,transitive,,
v_378_b,tó·chitáwš,v,to suck something out,SUCK_OUT,transitive,,
n_985_a,tó·l,n,anus,ANUS,animate,,
v_379_a,tóˑc,v,to suck something,SUCK,transitive,,
n_986_a,tockoyhéw,n,mockingbird,MOCKINGBIRD,animate,,
v_380_a,tóctoˑc,v,to suck something repeatedly,SUCK_REP,transitive,,
v_189_b,tóh,v,to sit,SIT,"intransitive, PL_SUBJ",,
v_192_c,tóh,v,to dwell,DWELL,"intransitive, PL_SUBJ",,
v_381_a,tóhi,v,"to get into something, as a vehicle",GET_INTO,transitive,,
conj_2_a,tóhinak,conj,therefore,THEREFORE,N/A,,
adj_158_a,tók,adj,dull,DULL,N/A,,
adj_159_a,tók,adj,not sharp,NOT_SHARP,N/A,,
n_987_a,tókiciˑt,n,grasshopper,GRASSHOPPER,animate,,
v_207_b,tókiš,v,to bend something,BEND,transitive,,
adj_75_b,tókš,adj,round,ROUND,N/A,,
n_988_a,tókš,n,round piece,ROUND PIECE,inanimate,,
v_382_a,tókš,v,to wrap something,WRAP,transitive,,
adj_160_a,tól,adj,good (pl tóltol),GOOD,N/A,,
n_989_a,tól,n,end,END,inanimate,,
n_990_a,tól,n,east,EAST,inanimate,,
intj_7_a,tól,intj,all right!,ALL_RIGHT!,N/A,,
adj_161_a,tólháh,adj,unwell,UNWELL,N/A,,
n_991_a,tolhópš,n,needle,NEEDLE,inanimate,,
v_383_a,tóliš,v,to be good to someone,BE_GOOD_TO,transitive,,
v_318_b,tolká,v,to cure someone,CURE,transitive,,
adv_84_a,tólka,adv,well,WELL,N/A,,
v_384_a,tólka hathú,v,to take care of oneself,TAKE_CARE,intransitive,,
v_385_a,tólka hathú,v,to be careful,CAREFUL,intransitive,,
n_992_a,tolkimákiš,n,pin,PIN,inanimate,,
n_993_a,tolkimákiš héc,n,breast pin,BREAST PIN,inanimate,,
n_990_b,tólpot,n,east,EAST,"DIR, inanimate",,
n_994_a,tólpot inó,n,the east side,THE EAST SIDE,inanimate,,
adj_162_a,tólš,adj,domesticated (pl tóltolš),DOMESTICATED,N/A,,
n_995_a,tópiš,n,acorn,ACORN,animate,,
n_996_a,tópiš néš,n,oak,OAK,animate,,
adj_93_b,tóˑt,adj,soft,SOFT,N/A,,
adj_163_a,tóˑt,adj,silken,SILKEN,N/A,,
adv_85_a,totayháhš,adv,in vain,IN VAIN,N/A,,
n_997_a,totó·š,n,penis,PENIS,animate,,
n_998_a,Tóttokš,n,woman’s personal name, Delilah,WOMAN’S PERSONAL NAME, DELILAH,"Proper, animate"
adv_86_a,town̥ táwm̥,adv,sometimes,SOMETIMES,N/A,,
n_999_a,tú,n,river cane,RIVER CANE,animate,,
n_1000_a,tú,n,boat,BOAT,inanimate,,
n_1001_a,tú,n,canoe,CANOE,inanimate,,
n_1002_a,tú áy,n,canebrake,CANEBRAKE,animate,,
n_1001_b,tú hicón,n,canoe,CANOE,inanimate,,
n_1003_a,tú išó·mš,n,narrow length of cane used for arrow shafts,NARROW LENGTH OF CANE USED FOR ARROW SHAFTS,inanimate,,
n_1004_a,tú kémšne,n,rowboat,ROWBOAT,inanimate,,
n_1005_a,túc,n,lower leg,LOWER LEG,animate,,
n_1006_a,túc héw,n,centipede,CENTIPEDE,animate,,
n_1007_a,túc komá·l,n,calf of leg,CALF OF LEG,animate,,
n_1008_a,túc nál,n,tendon of foot,TENDON OF FOOT,animate,,
n_1009_a,túc wá,n,bone marrow,BONE MARROW,animate,,
n_1010_a,túcci,n,shin bone and ankle,SHIN_ANKLE,animate,,
v_386_a,túhuhc,v,to trot,TROT,intransitive,,
v_387_a,túk,v,to bring,BRING,transitive,,
v_388_a,tuké·t,v,to sit in a boat,SIT_BOAT,intransitive,,
n_1011_a,túl,n,lake,LAKE,inanimate,,
n_1012_a,túl héc,n,ocean,OCEAN,inanimate,,
n_1013_a,Túl Héc,n,Lake Calcasieu,LAKE CALCASIEU,"Proper, inanimate",,
n_1014_a,Túl Núŋ,n,name of the village on the east side of Lake Prien,NAME OF THE VILLAGE ON THE EAST SIDE OF LAKE PRIEN,"Proper, inanimate",,
n_1015_a,Túl Téw,n,Lake Charles,LAKE CHARLES,"Proper, inanimate",,
n_1016_a,túl wálš,n,waves,WAVES,inanimate,,
n_1017_a,tupóˑpwáŋ,n,steamboat,STEAMBOAT,inanimate,,
n_1018_a,túšiˑl,n,schooner,SCHOONER,inanimate,,
n_1019_a,tút,n,cypress,CYPRESS,animate,,
n_1020_a,tút áy,n,cypress swamp,CYPRESS SWAMP,animate,,
n_1021_a,úc,n,nose,NOSE,animate,,
n_1022_a,úc,n,point,POINT,inanimate,,
v_389_a,úc,v,to sneeze,SNEEZE,intransitive,,
n_1023_a,úc kathópš,n,nostril,NOSTRIL,animate,,
v_390_a,uckáwš,v,to cover something over,COVER_OVER,transitive,,
n_1024_a,úckin hatkómš,n,nose ring,NOSE RING,inanimate,,
v_391_a,úhc,v,to know,KNOW,transitive,,
v_392_a,úhc,v,to know how to,KNOW_HOW,transitive,,
v_393_a,úhc,v,to be able to,BE_ABLE,transitive,,
n_303_c,úk,n,shell,SHELL,inanimate,,
n_1025_a,úk,n,oyster,OYSTER,animate,,
n_1026_a,úk,n,ulcer,ULCER,inanimate,,
n_1027_a,úk,n,boil,BOIL,inanimate,,
n_1028_a,ukáˑk,n,spring of water,SPRING OF WATER,inanimate,,
n_1029_a,ukišó·m,n,pimple,PIMPLE,inanimate,,
adj_164_a,úš,adj,true,REAL,N/A,,
adj_165_a,úš,adj,real,TRUE,N/A,,
adj_166_a,úš,adj,genuine,GENUINE,N/A,,
adj_167_a,úš,adj,truly,TRULY,N/A,,
adj_168_a,úš,adj,so,SO,N/A,,
adj_169_a,úš,adj,purple (pl. úšuš),PURPLE,N/A,,
n_1030_a,úš,n,body,BODY,animate,,
adj_170_a,úš ináha,adj,gray,GRAY,N/A,,
adj_171_a,úšháh,adj,not very much,NOT_MUCH,N/A,,
adj_172_a,úšƛóˑkš,adj,really muddy,VERY_MUDDY,N/A,,
n_751_b,wá·k,n,pestle,PESTLE,inanimate,,
v_394_a,wáhi,v,to order someone,ORDER,transitive,,
n_1031_a,wáhš,n,uncle,UNCLE,animate,,
v_395_a,wáhuš,v,to call someone (by name),CALL_BY_NAME,transitive,,
v_396_a,wák,v,to roast something (pl. wákwak),ROAST,transitive,,
v_75_b,wakpúh,v,to hail,HAIL,intransitive,,
n_987_b,wákpuh,n,grasshopper,GRASSHOPPER,animate,,
adj_173_a,wákwakš,adj,ridgy,RIDGY,N/A,,
adj_174_a,wákwakš,adj,corrugated,CORREGATED,N/A,,
adj_175_a,wákwakš,adj,striped,STRIPED,N/A,,
n_1032_a,wáˑl,n,bedstead,BEDSTEAD,inanimate,,
n_1033_a,wáˑl,n,floor,FLOOR,inanimate,,
n_1034_a,wáˑl,n,wall,WALL,inanimate,,
n_1035_a,wáˑl,n,ceiling,CEILING,inanimate,,
v_397_a,wálš,v,to fan someone,FAN,transitive,,
n_930_b,wáˑlšti,n,bridge,BRIDGE,inanimate,,
n_1036_a,wálwal,n,butterfly,BUTTERFLY,animate,,
adj_176_a,walwálš,adj,mottled,MOTTLED,N/A,,
adj_78_b,walwálš,adj,wavy,WAVY,N/A,,
v_398_a,walwálš,v,to flutter,FLUTTER,intransitive,,
v_399_a,walwálš,v,to wave back and forth,WAVE,intransitive,,
v_400_a,wán,v,to say,SAY,intransitive,,
v_221_b,wán,v,to speak,SPEAK,intransitive,,
v_401_a,wánc,v,to say something to someone,SAY_TO,transitive,,
v_402_a,wánc,v,to tell something to someone,TELL_TO,transitive,,
v_403_a,wánc,v,to tell a story to,TELL_STORY,transitive,,
v_404_a,wáŋ,v,to go about,GO_ABOUT,intransitive,,
v_405_a,wáŋ,v,to be alive,ALIVE,intransitive,,
v_406_a,wáŋiš,v,to drive something,DRIVE,transitive,,
n_1037_a,wáŋnan hicón,n,path,PATH,inanimate,,
n_1038_a,wáŋne,n,road,ROAD,inanimate,,
n_1039_a,wáŋš,n,warrior,WARRIOR,animate,,
n_943_c,wáš,n,leaf,LEAF,"SG, animate",,
v_407_a,wáš,v,to command someone to do something,COMMAND,transitive,,
n_1040_a,wáš iškám,n,cabbage,CABBAGE,animate,,
n_1041_a,wáš iškám wíˑl,n,turnip,TURNIP,animate,,
adj_177_a,wáši,adj,old (pl. wašwáši),OLD,N/A,,
adj_178_a,wášiŋ,adj,so old (pl. wašwášiŋ),SO_OLD,N/A,,
n_810_b,wašwáši púm,n,old men’s dance,OLD_MEN_DANCE,inanimate,,
n_1042_a,wát,n,ash tree,ASH TREE,animate,,
n_1043_a,wáwš,n,steam,STEAM,inanimate,,
n_1044_a,wáy,n,stone,STONE,inanimate,,
intj_8_a,wáy,intj,ouch!,OUCH!,N/A,,
n_1045_a,wáy cíˑci,n,stone pipe,STONE PIPE,inanimate,,
n_1046_a,wáy kócnan,n,stone knife,STONE KNIFE,inanimate,,
n_1047_a,wáy píš hópšne,n,stone borer,STONE BORER,inanimate,,
n_1048_a,wáy šíht,n,stone jug,STONE JUG,inanimate,,
n_1049_a,wayáŋ,n,stone house,STONE HOUSE,inanimate,,
n_1050_a,wáypá,n,stone mortar,STONE MORTAR,inanimate,,
n_1051_a,wáypá wáˑk,n,stone pestle,STONE PESTLE,inanimate,,
pro_12_a,wéhet,pro,to me (var wéˑt),PRO_1SG_DIR,1SG,,
n_1052_a,wéht,n,ribs,RIBS,animate,,
n_1053_a,wéˑt,n,woman’s sister or cousin,WOMAN_SISTER_COUSIN,animate,,
v_408_a,wewéwš,v,to bark at something,BARK_AT,transitive,,
pro_13_a,wí,pro,I,PRO_1SG,1SG,,
pro_14_a,wi núk,pro,myself,PRO_1SG_REFLX,1SG,,
n_1054_a,wíˑl,n,root,ROOT,inanimate,,
v_250_b,wiló,v,to fall (pl) (sg. makáw),FALL,"intransitive, PL_SUBJ",,
v_71_b,wilwíliš,v,to rock something,ROCK,transitive,,
n_1055_a,wilwílišne,n,cradle,CRADLE,inanimate,,
v_409_a,winéˑ,v,to find something,FIND,transitive,,
n_1056_a,Wiskicíto,n,Whiskey Chitto Bayou,WHISKEY CHITTO BAYOU,"Proper, inanimate",,
v_410_a,wíw,v,to believe something,BELIEVE,transitive,,
n_1057_a,wó·l kimáti,n,eyeball,EYEBALL,animate,,
n_1058_a,wó·š hatkómš,n,glove,GLOVE,inanimate,,
n_1059_a,wóˑl,n,small fruit,SMALL FRUIT,animate,,
n_1060_a,wóˑl,n,eye,EYE,animate,,
n_1061_a,wóˑl hathúne,n,spectacles,SPECTACLES,inanimate,,
